variant,train_context,eval_context,n,positive_n,threshold,f1,precision,recall,auroc,auprc,graph_version,prediction_file
baseline,Liver,Combined,4864,2539,0.525,0.8518588412908096,0.8177536231884058,0.8889326506498622,0.9224388570557369,0.925728419388024,graph_v2,preds/baseline__train-Liver__eval-Combined.npz
baseline,Liver,Liver,4150,2346,0.525,0.8541014402003757,0.8368098159509203,0.8721227621483376,0.9092206293488185,0.9241796887565962,graph_v2,preds/baseline__train-Liver__eval-Liver.npz
baseline,Liver,MuscleSkeletal,1425,765,0.525,0.8247914183551848,0.7579408543263965,0.9045751633986928,0.8970766488413547,0.9035613854513899,graph_v2,preds/baseline__train-Liver__eval-MuscleSkeletal.npz
baseline,Liver,Octopus,1678,929,0.525,0.75177304964539,0.7100478468899522,0.798708288482239,0.7587461430454097,0.7613004329804774,graph_v2,preds/baseline__train-Liver__eval-Octopus.npz
baseline,Liver,Ptychodera,1634,875,0.525,0.7273689782953944,0.6775147928994083,0.7851428571428571,0.7432388481084132,0.7375112705448739,graph_v2,preds/baseline__train-Liver__eval-Ptychodera.npz
baseline,Liver,Strongylocentrotus,1493,724,0.525,0.6658610271903324,0.5918367346938775,0.761049723756906,0.6925493393874516,0.665072516377645,graph_v2,preds/baseline__train-Liver__eval-Strongylocentrotus.npz
baseline,MuscleSkeletal,Artery,4792,2570,0.35,0.7877793725651014,0.8326831382748158,0.7474708171206226,0.8712857277945694,0.8775726815312759,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Artery.npz
baseline,MuscleSkeletal,Brain,4566,2418,0.35,0.8114668340657041,0.8212621770436256,0.8019023986765922,0.8810964245502,0.8844641233953962,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Brain.npz
baseline,MuscleSkeletal,Combined,4864,2539,0.35,0.8201917432987673,0.8149300155520995,0.8255218589996062,0.8883197601290831,0.8882725911307904,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Combined.npz
baseline,MuscleSkeletal,Liver,4150,2346,0.35,0.8205914567360351,0.8440739071653898,0.7983802216538789,0.8822870177667134,0.8939288123410329,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Liver.npz
baseline,MuscleSkeletal,MuscleSkeletal,1425,765,0.35,0.8139390168014935,0.7767220902612827,0.8549019607843137,0.8687512378688849,0.8756599385704877,graph_v2,preds/baseline__train-MuscleSkeletal__eval-MuscleSkeletal.npz
baseline,MuscleSkeletal,Octopus,1678,929,0.35,0.6045548654244306,0.8423076923076923,0.4714747039827772,0.7860814778513439,0.7876512415838102,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Octopus.npz
baseline,MuscleSkeletal,Ptychodera,1634,875,0.35,0.509534706331045,0.7660550458715596,0.38171428571428573,0.7339025032938077,0.7148192312646491,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Ptychodera.npz
baseline,MuscleSkeletal,Strongylocentrotus,1493,724,0.35,0.4995507637017071,0.7146529562982005,0.3839779005524862,0.7299642931553498,0.6633214736344267,graph_v2,preds/baseline__train-MuscleSkeletal__eval-Strongylocentrotus.npz
baseline,Octopus,Artery,4792,2570,0.6,0.7737571863375042,0.6842105263157895,0.890272373540856,0.7950350579805062,0.7884339738557568,graph_v2,preds/baseline__train-Octopus__eval-Artery.npz
baseline,Octopus,Brain,4566,2418,0.6,0.7772039180765806,0.6825148576790742,0.902398676592225,0.792772009432669,0.7738963690142824,graph_v2,preds/baseline__train-Octopus__eval-Brain.npz
baseline,Octopus,Combined,4864,2539,0.6,0.7595230208678371,0.6553300943126608,0.9031114612051989,0.7795450753196373,0.7606576998365507,graph_v2,preds/baseline__train-Octopus__eval-Combined.npz
baseline,Octopus,Liver,4150,2346,0.6,0.7849042572968953,0.6960105506099571,0.8998294970161977,0.785581156206819,0.7956152221042363,graph_v2,preds/baseline__train-Octopus__eval-Liver.npz
baseline,Octopus,MuscleSkeletal,1425,765,0.6,0.7495926127104834,0.6412639405204461,0.9019607843137255,0.7307209348385819,0.714887831647248,graph_v2,preds/baseline__train-Octopus__eval-MuscleSkeletal.npz
baseline,Octopus,Octopus,1678,929,0.6,0.8088397790055248,0.8308740068104427,0.7879440258342304,0.8647310155916537,0.8846385319896987,graph_v2,preds/baseline__train-Octopus__eval-Octopus.npz
baseline,Octopus,Ptychodera,1634,875,0.6,0.7784702549575071,0.7719101123595505,0.7851428571428571,0.8366708074534163,0.849799468768573,graph_v2,preds/baseline__train-Octopus__eval-Ptychodera.npz
baseline,Octopus,Strongylocentrotus,1493,724,0.6,0.7532307692307693,0.6792452830188679,0.8453038674033149,0.7840777647658939,0.6867095531941141,graph_v2,preds/baseline__train-Octopus__eval-Strongylocentrotus.npz
baseline,Ptychodera,Artery,4792,2570,0.475,0.7539524174980814,0.6225602027883397,0.9556420233463035,0.7337624813064964,0.703979763637996,graph_v2,preds/baseline__train-Ptychodera__eval-Artery.npz
baseline,Ptychodera,Brain,4566,2418,0.475,0.7515718200870547,0.6158520475561426,0.9640198511166254,0.739510410746219,0.7018251826122077,graph_v2,preds/baseline__train-Ptychodera__eval-Brain.npz
baseline,Ptychodera,Combined,4864,2539,0.475,0.7362406015037594,0.5954755533933349,0.9641591177628988,0.7303638296340528,0.6990052755279704,graph_v2,preds/baseline__train-Ptychodera__eval-Combined.npz
baseline,Ptychodera,Liver,4150,2346,0.475,0.7689948892674616,0.6404653802497162,0.9620630861040068,0.7328036777228967,0.7354017598884149,graph_v2,preds/baseline__train-Ptychodera__eval-Liver.npz
baseline,Ptychodera,MuscleSkeletal,1425,765,0.475,0.7358490566037735,0.5932746196957566,0.9686274509803922,0.6747197464844523,0.6523454258323638,graph_v2,preds/baseline__train-Ptychodera__eval-MuscleSkeletal.npz
baseline,Ptychodera,Octopus,1678,929,0.475,0.7964250248262165,0.7391705069124423,0.8632938643702907,0.8361776951256141,0.8552347263849067,graph_v2,preds/baseline__train-Ptychodera__eval-Octopus.npz
baseline,Ptychodera,Ptychodera,1634,875,0.475,0.7914716588663546,0.726145038167939,0.8697142857142857,0.8225228684359118,0.8308778208549663,graph_v2,preds/baseline__train-Ptychodera__eval-Ptychodera.npz
baseline,Ptychodera,Strongylocentrotus,1493,724,0.475,0.7151095732410612,0.6138613861386139,0.856353591160221,0.7495168440034773,0.6471218748402974,graph_v2,preds/baseline__train-Ptychodera__eval-Strongylocentrotus.npz
baseline,Strongylocentrotus,Artery,4792,2570,0.4,0.7623730964467005,0.6435457953936797,0.9350194552529183,0.7564890535746182,0.7383679010215023,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Artery.npz
baseline,Strongylocentrotus,Brain,4566,2418,0.4,0.7549492596905673,0.6315057055385471,0.9383788254755997,0.7545151355522594,0.7366278214282685,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Brain.npz
baseline,Strongylocentrotus,Combined,4864,2539,0.4,0.7452697419859265,0.6179979253112033,0.9385584875935408,0.7406870031804919,0.7138853736750485,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Combined.npz
baseline,Strongylocentrotus,Liver,4150,2346,0.4,0.7804101838755304,0.6667673716012085,0.9407502131287298,0.7644469144063679,0.773060316216091,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Liver.npz
baseline,Strongylocentrotus,MuscleSkeletal,1425,765,0.4,0.7414684591520165,0.613344739093242,0.9372549019607843,0.6941562685680333,0.6854346513649474,graph_v2,preds/baseline__train-Strongylocentrotus__eval-MuscleSkeletal.npz
baseline,Strongylocentrotus,Octopus,1678,929,0.4,0.8135064935064935,0.786144578313253,0.8428417653390743,0.8525741534101443,0.855603483324708,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Octopus.npz
baseline,Strongylocentrotus,Ptychodera,1634,875,0.4,0.7675317504141358,0.7425213675213675,0.7942857142857143,0.8307321663843401,0.8507387281332347,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Ptychodera.npz
baseline,Strongylocentrotus,Strongylocentrotus,1493,724,0.4,0.7967781908302355,0.7224719101123596,0.888121546961326,0.8601200525903627,0.8309397673699774,graph_v2,preds/baseline__train-Strongylocentrotus__eval-Strongylocentrotus.npz
bioaware,Artery,Artery,4792,2570,0.4,0.8584870154309372,0.831268221574344,0.8875486381322957,0.9183379330150914,0.9228480722584406,graph_v2,preds/bioaware__train-Artery__eval-Artery.npz
bioaware,Artery,Brain,4566,2418,0.4,0.8636982306047054,0.815045871559633,0.9185277088502894,0.9241561773662151,0.92741079427144,graph_v2,preds/bioaware__train-Artery__eval-Brain.npz
bioaware,Artery,Combined,4864,2539,0.4,0.8488757832657574,0.7977138898510565,0.9070500196927924,0.9164925654414786,0.9230221664714354,graph_v2,preds/bioaware__train-Artery__eval-Combined.npz
bioaware,Artery,Liver,4150,2346,0.4,0.8561503882304863,0.8222135007849294,0.8930093776641091,0.9098497371569857,0.9293868295279238,graph_v2,preds/bioaware__train-Artery__eval-Liver.npz
bioaware,Artery,MuscleSkeletal,1425,765,0.4,0.8320655354008192,0.753177966101695,0.9294117647058824,0.9068914636561696,0.9193662562781463,graph_v2,preds/bioaware__train-Artery__eval-MuscleSkeletal.npz
bioaware,Artery,Octopus,1678,929,0.4,0.8180420297283444,0.7808219178082192,0.8589881593110872,0.856067149453667,0.8622347526586361,graph_v2,preds/bioaware__train-Artery__eval-Octopus.npz
bioaware,Artery,Ptychodera,1634,875,0.4,0.7620596205962059,0.7247422680412371,0.8034285714285714,0.7872697157914549,0.7772674245509443,graph_v2,preds/bioaware__train-Artery__eval-Ptychodera.npz
bioaware,Artery,Strongylocentrotus,1493,724,0.4,0.7521764364480558,0.6486486486486487,0.8950276243093923,0.8112207142805826,0.7768275099735376,graph_v2,preds/bioaware__train-Artery__eval-Strongylocentrotus.npz
bioaware,Brain,Artery,4792,2570,0.25,0.8610289769367239,0.8725529364762286,0.8498054474708171,0.9276470351315287,0.9355371567814053,graph_v2,preds/bioaware__train-Brain__eval-Artery.npz
bioaware,Brain,Brain,4566,2418,0.25,0.8633034987794955,0.8494795836669335,0.8775847808105872,0.9274107870363953,0.9305337214051965,graph_v2,preds/bioaware__train-Brain__eval-Brain.npz
bioaware,Brain,Combined,4864,2539,0.25,0.857033930613801,0.8304396010343553,0.8853879480110279,0.9267153692716208,0.9348198777769294,graph_v2,preds/bioaware__train-Brain__eval-Combined.npz
bioaware,Brain,Liver,4150,2346,0.25,0.8558577853930178,0.8600947051226862,0.8516624040920716,0.9122171909349877,0.9286923928924927,graph_v2,preds/bioaware__train-Brain__eval-Liver.npz
bioaware,Brain,MuscleSkeletal,1425,765,0.25,0.8421052631578947,0.7917146144994246,0.8993464052287582,0.9035670429788076,0.9178895159957876,graph_v2,preds/bioaware__train-Brain__eval-MuscleSkeletal.npz
bioaware,Brain,Octopus,1678,929,0.25,0.7802916038210156,0.7320754716981132,0.8353067814854682,0.8152498990401267,0.8354969276431092,graph_v2,preds/bioaware__train-Brain__eval-Octopus.npz
bioaware,Brain,Ptychodera,1634,875,0.25,0.7498655190962883,0.7083333333333334,0.7965714285714286,0.7806090720873329,0.7808122120431353,graph_v2,preds/bioaware__train-Brain__eval-Ptychodera.npz
bioaware,Brain,Strongylocentrotus,1493,724,0.25,0.734669095324833,0.6554712892741061,0.835635359116022,0.7849874990121346,0.7470650458117003,graph_v2,preds/bioaware__train-Brain__eval-Strongylocentrotus.npz
bioaware,Combined,Artery,4792,2570,0.25,0.8268268268268268,0.8515463917525773,0.8035019455252919,0.8981108616698246,0.9101043460773135,graph_v2,preds/bioaware__train-Combined__eval-Artery.npz
bioaware,Combined,Brain,4566,2418,0.25,0.837026299440878,0.8382413936126089,0.835814722911497,0.9066734323424719,0.9124728664027799,graph_v2,preds/bioaware__train-Combined__eval-Brain.npz
bioaware,Combined,Combined,4864,2539,0.25,0.835733748540288,0.8260869565217391,0.8456085072863332,0.9030388731487716,0.9097110989797628,graph_v2,preds/bioaware__train-Combined__eval-Combined.npz
bioaware,Combined,Liver,4150,2346,0.25,0.8372395833333334,0.8527851458885941,0.8222506393861893,0.89353109411122,0.9148819897115512,graph_v2,preds/bioaware__train-Combined__eval-Liver.npz
bioaware,Combined,MuscleSkeletal,1425,765,0.25,0.8347826086956521,0.7952662721893491,0.8784313725490196,0.9017439096850862,0.9098576134021362,graph_v2,preds/bioaware__train-Combined__eval-MuscleSkeletal.npz
bioaware,Combined,Octopus,1678,929,0.25,0.7808564231738035,0.7339015151515151,0.8342303552206674,0.8027689592582001,0.8066904020338932,graph_v2,preds/bioaware__train-Combined__eval-Octopus.npz
bioaware,Combined,Ptychodera,1634,875,0.25,0.716921454928835,0.6653620352250489,0.7771428571428571,0.702059853190288,0.6684297137910272,graph_v2,preds/bioaware__train-Combined__eval-Ptychodera.npz
bioaware,Combined,Strongylocentrotus,1493,724,0.25,0.718931475029036,0.6202404809619239,0.8549723756906077,0.7493758486662021,0.6868743333263336,graph_v2,preds/bioaware__train-Combined__eval-Strongylocentrotus.npz
bioaware,Liver,Artery,4792,2570,0.375,0.8298673004555357,0.845098830173457,0.8151750972762646,0.9018944793312016,0.9138687309055881,graph_v2,preds/bioaware__train-Liver__eval-Artery.npz
bioaware,Liver,Brain,4566,2418,0.375,0.8428424304840371,0.8395568321707017,0.8461538461538461,0.9129663387412531,0.9214624812410661,graph_v2,preds/bioaware__train-Liver__eval-Brain.npz
bioaware,Liver,Combined,4864,2539,0.375,0.8467542356748524,0.819454679439941,0.8759354076408035,0.9165186530976974,0.9238197426384157,graph_v2,preds/bioaware__train-Liver__eval-Combined.npz
bioaware,Liver,Liver,4150,2346,0.375,0.854344122657581,0.8536170212765958,0.855072463768116,0.9100288409010573,0.9269219664529261,graph_v2,preds/bioaware__train-Liver__eval-Liver.npz
bioaware,Liver,MuscleSkeletal,1425,765,0.375,0.8429447852760736,0.7942196531791907,0.8980392156862745,0.9083818577936225,0.9192661450040867,graph_v2,preds/bioaware__train-Liver__eval-MuscleSkeletal.npz
bioaware,Liver,Octopus,1678,929,0.375,0.7727493917274939,0.7051509769094139,0.8546824542518837,0.7859557271194747,0.8025675462290685,graph_v2,preds/bioaware__train-Liver__eval-Octopus.npz
bioaware,Liver,Ptychodera,1634,875,0.375,0.7280291211648466,0.6679389312977099,0.8,0.7357221908526256,0.7357212535111809,graph_v2,preds/bioaware__train-Liver__eval-Ptychodera.npz
bioaware,Liver,Strongylocentrotus,1493,724,0.375,0.7056101792943898,0.6069651741293532,0.8425414364640884,0.7546277004648356,0.7265975449551606,graph_v2,preds/bioaware__train-Liver__eval-Strongylocentrotus.npz
bioaware,MuscleSkeletal,Artery,4792,2570,0.1,0.797881010594947,0.8374679213002566,0.7618677042801556,0.8713056033229782,0.8909565328705424,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Artery.npz
bioaware,MuscleSkeletal,Brain,4566,2418,0.1,0.8021208907741252,0.8232477144101001,0.782051282051282,0.8809813849573266,0.8859655095432288,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Brain.npz
bioaware,MuscleSkeletal,Combined,4864,2539,0.1,0.8214918323164732,0.8210070810385524,0.821977156360772,0.8854579103617969,0.8897324818405944,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Combined.npz
bioaware,MuscleSkeletal,Liver,4150,2346,0.1,0.8093674764718757,0.8317588843904633,0.788150042625746,0.8706739829837266,0.8971309582641727,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Liver.npz
bioaware,MuscleSkeletal,MuscleSkeletal,1425,765,0.1,0.8161209068010076,0.787363304981774,0.8470588235294118,0.8781976629035453,0.895431358220885,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-MuscleSkeletal.npz
bioaware,MuscleSkeletal,Octopus,1678,929,0.1,0.7624541164132145,0.7433537832310838,0.7825618945102261,0.7908973715941312,0.8130874167350028,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Octopus.npz
bioaware,MuscleSkeletal,Ptychodera,1634,875,0.1,0.708904109589041,0.7080957810718358,0.7097142857142857,0.7256450216450216,0.7205175788431877,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Ptychodera.npz
bioaware,MuscleSkeletal,Strongylocentrotus,1493,724,0.1,0.6951066499372648,0.6367816091954023,0.7651933701657458,0.737950736049544,0.6969176735841036,graph_v2,preds/bioaware__train-MuscleSkeletal__eval-Strongylocentrotus.npz
bioaware,Octopus,Artery,4792,2570,0.325,0.7603536528617962,0.6321898375032241,0.9536964980544748,0.7951797903525761,0.7966564377994141,graph_v2,preds/bioaware__train-Octopus__eval-Artery.npz
bioaware,Octopus,Brain,4566,2418,0.325,0.7546311342216444,0.6215203426124197,0.9602977667493796,0.8019675717346468,0.8044449770747789,graph_v2,preds/bioaware__train-Octopus__eval-Brain.npz
bioaware,Octopus,Combined,4864,2539,0.325,0.7423434404997714,0.6053677932405567,0.9594328475777866,0.7946383937457384,0.7945160950467638,graph_v2,preds/bioaware__train-Octopus__eval-Combined.npz
bioaware,Octopus,Liver,4150,2346,0.325,0.7758679958748711,0.6500576036866359,0.9620630861040068,0.7920404689399138,0.8127416372294861,graph_v2,preds/bioaware__train-Octopus__eval-Liver.npz
bioaware,Octopus,MuscleSkeletal,1425,765,0.325,0.7419028340080972,0.6052848885218828,0.9581699346405229,0.7636621113091702,0.7790333502443223,graph_v2,preds/bioaware__train-Octopus__eval-MuscleSkeletal.npz
bioaware,Octopus,Octopus,1678,929,0.325,0.8313805399898115,0.7891682785299806,0.8783638320775027,0.8715617953467918,0.8845022381435874,graph_v2,preds/bioaware__train-Octopus__eval-Octopus.npz
bioaware,Octopus,Ptychodera,1634,875,0.325,0.757428417071853,0.7182377049180327,0.8011428571428572,0.7878230754752494,0.7784362928793911,graph_v2,preds/bioaware__train-Octopus__eval-Ptychodera.npz
bioaware,Octopus,Strongylocentrotus,1493,724,0.325,0.7498555748122473,0.6444885799404171,0.8964088397790055,0.8087241089453908,0.775066571066318,graph_v2,preds/bioaware__train-Octopus__eval-Strongylocentrotus.npz
bioaware,Ptychodera,Artery,4792,2570,0.1,0.7348348348348348,0.5982885085574572,0.9521400778210116,0.7518317882371894,0.7709163689404495,graph_v2,preds/bioaware__train-Ptychodera__eval-Artery.npz
bioaware,Ptychodera,Brain,4566,2418,0.1,0.7337110481586402,0.5922256097560976,0.9640198511166254,0.761016846032164,0.7705152110725897,graph_v2,preds/bioaware__train-Ptychodera__eval-Brain.npz
bioaware,Ptychodera,Combined,4864,2539,0.1,0.7220163083765753,0.5789348549690918,0.9590389917290272,0.770163344302007,0.7824122242089768,graph_v2,preds/bioaware__train-Ptychodera__eval-Combined.npz
bioaware,Ptychodera,Liver,4150,2346,0.1,0.7470519847201461,0.6119727891156462,0.9586530264279625,0.7513007468484357,0.7884201941774871,graph_v2,preds/bioaware__train-Ptychodera__eval-Liver.npz
bioaware,Ptychodera,MuscleSkeletal,1425,765,0.1,0.7314678448699067,0.585691823899371,0.9738562091503268,0.7445405030699149,0.755627137815619,graph_v2,preds/bioaware__train-Ptychodera__eval-MuscleSkeletal.npz
bioaware,Ptychodera,Octopus,1678,929,0.1,0.7981366459627329,0.7686939182452642,0.829924650161464,0.8326458959991148,0.8367338981904823,graph_v2,preds/bioaware__train-Ptychodera__eval-Octopus.npz
bioaware,Ptychodera,Ptychodera,1634,875,0.1,0.7562568008705114,0.7217030114226376,0.7942857142857143,0.8097097684923772,0.8203848890029268,graph_v2,preds/bioaware__train-Ptychodera__eval-Ptychodera.npz
bioaware,Ptychodera,Strongylocentrotus,1493,724,0.1,0.7207317073170731,0.6451965065502183,0.8162983425414365,0.7586635797369045,0.7111852466161986,graph_v2,preds/bioaware__train-Ptychodera__eval-Strongylocentrotus.npz
bioaware,Strongylocentrotus,Artery,4792,2570,0.375,0.7277313574018603,0.6117148157964485,0.8980544747081712,0.7247685858079971,0.7306833970313218,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Artery.npz
bioaware,Strongylocentrotus,Brain,4566,2418,0.375,0.7216630918990266,0.600329398847104,0.9044665012406948,0.7208092087124346,0.7277280042865282,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Brain.npz
bioaware,Strongylocentrotus,Combined,4864,2539,0.375,0.7137279400281118,0.5913561076604554,0.8999606144151241,0.7111795770919886,0.7059776472186715,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Combined.npz
bioaware,Strongylocentrotus,Liver,4150,2346,0.375,0.748059280169372,0.6381697772426249,0.9036658141517476,0.7242003183226439,0.7483016495857715,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Liver.npz
bioaware,Strongylocentrotus,MuscleSkeletal,1425,765,0.375,0.7194244604316546,0.5927180355630821,0.9150326797385621,0.6554862348979996,0.6453501865622834,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-MuscleSkeletal.npz
bioaware,Strongylocentrotus,Octopus,1678,929,0.375,0.7984644913627639,0.7203463203463204,0.8955866523143164,0.8169744805057622,0.8277891897199186,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Octopus.npz
bioaware,Strongylocentrotus,Ptychodera,1634,875,0.375,0.769659788064696,0.7516339869281046,0.7885714285714286,0.8259785431959343,0.8424435500822263,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Ptychodera.npz
bioaware,Strongylocentrotus,Strongylocentrotus,1493,724,0.375,0.7337209302325581,0.6335341365461847,0.8715469613259669,0.796756568406986,0.7718168815325771,graph_v2,preds/bioaware__train-Strongylocentrotus__eval-Strongylocentrotus.npz
